S.No.,Bridge Number,Bridge Name,Road Name,District,River/Stream,Chainage(Km),Length(m),Width(m),Span No,Foundation Type,Loading Capacity,Maintenance Division,Region,Completion Year,Cordinate,Bridge Type,Bridge Condition,Total Score,Load Restriction,Construction Status,Span Length(m),Data Updated Year
1333,38-F036-015,Chhare Khola-2,Dumre - Besisahar - Chame,Lamjung,Chhare Khola-2,58.485,8.7,RW-5 | CW-4.6,1,RCC Foundation,,Damauli,Western,1119,28.3458 | 84.3985,RCC Slab,7,2.2,0,Completed,8.7,2017
1334,38-F036-011,Khudi khola,Dumre - Besisahar - Chame,Lamjung,Khudi khola,49.74,51.5,RW-5.4 | CW-4,1,RCC Foundation,,Damauli,Western,1117,28.2814 | 84.3547,Bailley,8,2.2,0,Completed,51.5,2017
1335,38-F036-010,Bhalam Khola,Dumre - Besisahar - Chame,Lamjung,Bhalam Khola,47.91,24,RW-5.4 | CW-4,1,RCC Foundation,,Damauli,Western,1116,28.2646 | 84.3641,Bailley,8,2.2,0,Completed,24,2017
1336,38-F036-013,Sirung khola,Dumre - Besisahar - Chame,Lamjung,Sirung khola,56.53,20,RW- | CW-,1,RCC Foundation,,Damauli,Western,2052,28.3259 | 84.3975,RCC T-Beam,10,2.2,,Under Construction,20,2017
1337,38-F036-008,Majhuwa khola,Dumre - Besisahar - Chame,Lamjung,Majhuwa khola,43.281,22.5,RW-5.4 | CW-4.4,1,RCC Foundation,,Damauli,Western,1115,28.2227 | 84.3801,RCC T-Beam,8,2.7,0,Completed,22.5,2017
1338,38-F036-007,Dhuwa khowa,Dumre - Besisahar - Chame,Lamjung,Dhuwa khowa,42.155,9,RW-4.9 | CW-4.5,1,Open Foundation,,Damauli,Western,1114,28.2153 | 84.3848,RCC Slab,8,2.7,0,Completed,9,2017
1339,38-F036-018,syange khola,Dumre - Besisahar - Chame,Lamjung,syange khola,64.17,12,RW-5.7 | CW-4.7,2,RCC Foundation,,Damauli,Western,1120,28.3858 | 84.4014,RCC Slab,7,2.2,0,Completed,6,2017
1340,40-F036-005,Chiti khola,Dumre - Besisahar - Chame,Tanahu,Chiti khola,20.215,15.3,RW-5.3 | CW-4.3,1,RCC Foundation,,Damauli,Western,1112,28.0888 | 84.4443,RCC T-Beam,7,2.7,0,Completed,15.3,2017
1341,40-F036-002,Adheri Khola,Dumre - Besisahar - Chame,Tanahu,Adheri Khola,4,7,RW-10 | CW-4.3,1,Open Foundation,,Damauli,Western,1109,27.9872 | 84.4247,RCC Slab,8,2.7,0,Completed,7,2017
1342,40-F036-006,Poundi khola-2,Dumre - Besisahar - Chame,Tanahu,Poundi khola-2,24.26,41.55,RW-5.5 | CW-4.3,1,RCC Foundation,,Damauli,Western,1113,28.1111 | 84.4281,Steel Truss,8,2.7,0,Completed,41.55,2017
1343,40-F036-003,Ridi khola,Dumre - Besisahar - Chame,Tanahu,Ridi khola,9.8,6.8,RW-5.1 | CW-4.5,1,RCC Foundation,,Damauli,Western,1110,28.0178 | 84.4563,RCC Slab,7,2.7,0,Completed,6.8,2017
1344,40-F036-004,Phoudi Khola-1,Dumre - Besisahar - Chame,Tanahu,Phoudi Khola-1,12.67,31.55,RW-5.5 | CW-4.3,1,RCC Foundation,,Damauli,Western,1111,28.0381 | 84.4554,Steel Truss,7,2.7,0,Completed,31.55,2017
1345,40-F036-001,Chaudi khola,Dumre - Besisahar - Chame,Tanahu,Chaudi khola,0.16,49.4,RW-6.5 | CW-4.3,2,RCC Foundation,,Damauli,Western,1108,27.9640 | 84.4102,RCC T-Beam,8,2.7,0,Completed,24.7,2017
1346,09-F039-008,Dadar Baria-1,Biratnagar - Rangeli,Morang,Dadar Baria-1,12.715,7.3,RW-7.4 | CW-6.6,1,RCC Foundation,IRC class A/AA,Biratnagar,Eastern,261,26.4721 | 87.3851,RCC Slab,7,2.2,0,Completed,7.3,2017
1347,09-F039-001,Singhyia,Biratnagar - Rangeli,Morang,Singhiya,2.35,46.8,RW-7 | CW-6.6,3,RCC Foundation,IRC class A/AA,Biratnagar,Eastern,254,26.4592 | 87.2972,RCC T-Beam,4,2.2,0,Completed,15.6,2017
1348,09-F039-011,Bhaluwahi,Biratnagar - Rangeli,Morang,Bhaluwahi,17.8,9,RW-5.7 | CW-5.1,2,RCC Foundation,IRC class A/AA,Biratnagar,Eastern,264,26.4695 | 87.4329,Multicell Box Culvert,7,2.2,0,Completed,4.5,2017
